Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
5-Jun,,38,2927,1725,1,59,"Prosecuting Attorney, County of Hawaii",,140,"ROTH, Mitch",,C,195,147,388
5-Jun,,38,2927,1725,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,199,186,497
5-Jun,,38,2927,1725,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,217,110,316
5-Jun,,38,2927,1725,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,262,186,430
5-Jun,,38,2927,1725,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,160,113,387
5-Jun,,38,2927,1725,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,202,YES,,C,267,197,542
5-Jun,,38,2927,1725,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,203,NO,,C,138,90,247
5-Jun,,38,2927,1725,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,204,YES,,C,283,217,541
5-Jun,,38,2927,1725,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,205,NO,,C,122,79,270
5-Jun,,38,2927,1725,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,206,YES,,C,289,216,559
5-Jun,,38,2927,1725,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,207,NO,,C,116,70,249
5-Jun,,38,2927,1725,1,85,4. HAWAI'I: Establishing Special Funds   ,,208,YES,,C,89,89,211
5-Jun,,38,2927,1725,1,85,4. HAWAI'I: Establishing Special Funds   ,,209,NO,,C,312,202,595
5-Jun,,38,2927,1725,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,210,YES,,C,296,217,539
5-Jun,,38,2927,1725,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,211,NO,,C,91,61,216
5-Jun,,38,2927,1725,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,212,YES,,C,285,217,574
5-Jun,,38,2927,1725,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,213,NO,,C,132,79,255
1-Jul,,39,1402,881,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,115,88,141
1-Jul,,39,1402,881,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,4,0,4
1-Jul,,39,1402,881,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,1,0,2
1-Jul,,39,1402,881,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,184,147,190
1-Jul,,39,1402,881,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,159,134,167
1-Jul,,39,1402,881,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,145,98,168
1-Jul,,39,1402,881,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,94,68,105
1-Jul,,39,1402,881,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,207,159,221
1-Jul,,39,1402,881,1,7,"State Senator, Dist 4",,15,"(G) GREENWELL, Kelly",GRE,C,103,105,131
1-Jul,,39,1402,881,1,7,"State Senator, Dist 4",,16,"(D) SOLOMON, Malama",DEM,C,169,114,162
1-Jul,,39,1402,881,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,130,109,133
1-Jul,,39,1402,881,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,25,38,39
1-Jul,,39,1402,881,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,23,32,35
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,25,25,44
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,4,4,6
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,2,5,2
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,17,15,22
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,9,4,8
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,14,18,34
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,21,10,13
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,0,1,0
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,7,11,8
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,4,13,9
1-Jul,,39,1402,881,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,8,7,7
1-Jul,,39,1402,881,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,122,106,137
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,28,32,24
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,67,53,54
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,19,26,30
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,12,11,22
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,3,7,20
1-Jul,,39,1402,881,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,33,22,20
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,4,9,5
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,10,5,12
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,15,10,19
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,21,26,25
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,18,18,25
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,13,21,20
1-Jul,,39,1402,881,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,42,31,49
1-Jul,,39,1402,881,1,58,"Mayor, County of Hawaii",,137,"KENOI, Billy",,C,178,143,210
1-Jul,,39,1402,881,1,58,"Mayor, County of Hawaii",,138,"KIM, Harry",,C,119,86,110
1-Jul,,39,1402,881,1,59,"Prosecuting Attorney, County of Hawaii",,139,"ASHIDA, Lincoln",,C,104,89,87
1-Jul,,39,1402,881,1,59,"Prosecuting Attorney, County of Hawaii",,140,"ROTH, Mitch",,C,156,120,173
1-Jul,,39,1402,881,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,142,126,181
1-Jul,,39,1402,881,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,138,91,120
1-Jul,,39,1402,881,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,176,130,174
1-Jul,,39,1402,881,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,108,88,126
1-Jul,,39,1402,881,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,202,YES,,C,179,148,204
1-Jul,,39,1402,881,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,203,NO,,C,92,62,89
1-Jul,,39,1402,881,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,204,YES,,C,193,152,192
1-Jul,,39,1402,881,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,205,NO,,C,96,64,108
1-Jul,,39,1402,881,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,206,YES,,C,189,155,208
1-Jul,,39,1402,881,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,207,NO,,C,101,60,88
1-Jul,,39,1402,881,1,85,4. HAWAI'I: Establishing Special Funds   ,,208,YES,,C,85,67,79
1-Jul,,39,1402,881,1,85,4. HAWAI'I: Establishing Special Funds   ,,209,NO,,C,192,153,224
1-Jul,,39,1402,881,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,210,YES,,C,216,150,188
1-Jul,,39,1402,881,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,211,NO,,C,60,57,84
1-Jul,,39,1402,881,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,212,YES,,C,165,149,199
1-Jul,,39,1402,881,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,213,NO,,C,120,67,99
2-Jul,,40,4017,2462,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,284,89,509
2-Jul,,40,4017,2462,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,6,3,16
2-Jul,,40,4017,2462,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,4,3,24
2-Jul,,40,4017,2462,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,418,192,903
2-Jul,,40,4017,2462,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,368,178,792
2-Jul,,40,4017,2462,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,342,105,657
2-Jul,,40,4017,2462,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,219,74,372
2-Jul,,40,4017,2462,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,477,205,1031
2-Jul,,40,4017,2462,1,7,"State Senator, Dist 4",,15,"(G) GREENWELL, Kelly",GRE,C,250,97,504
2-Jul,,40,4017,2462,1,7,"State Senator, Dist 4",,16,"(D) SOLOMON, Malama",DEM,C,378,171,805
2-Jul,,40,4017,2462,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,325,140,590
2-Jul,,40,4017,2462,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,73,49,260
2-Jul,,40,4017,2462,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,40,28,126
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,50,31,159
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,4,8,29
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,19,12,23
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,33,17,96
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,25,6,58
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,22,22,114
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,43,14,63
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,3,2,4
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,9,10,46
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,13,15,41
2-Jul,,40,4017,2462,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,10,8,65
2-Jul,,40,4017,2462,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,228,131,626
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,47,27,143
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,121,59,217
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,49,37,154
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,18,19,93
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,21,13,85
2-Jul,,40,4017,2462,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,71,24,104
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,8,10,28
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,23,19,62
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,31,13,65
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,31,17,109
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,28,16,86
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,36,18,97
2-Jul,,40,4017,2462,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,82,55,259
2-Jul,,40,4017,2462,1,58,"Mayor, County of Hawaii",,137,"KENOI, Billy",,C,362,159,810
2-Jul,,40,4017,2462,1,58,"Mayor, County of Hawaii",,138,"KIM, Harry",,C,312,119,591
2-Jul,,40,4017,2462,1,59,"Prosecuting Attorney, County of Hawaii",,139,"ASHIDA, Lincoln",,C,242,124,516
2-Jul,,40,4017,2462,1,59,"Prosecuting Attorney, County of Hawaii",,140,"ROTH, Mitch",,C,316,118,637
2-Jul,,40,4017,2462,1,63,"Councilmember, Dist 9",,147,"SHIMAOKA, Oliver (Sonny)",,C,251,103,521
2-Jul,,40,4017,2462,1,63,"Councilmember, Dist 9",,148,"WILLE, Margaret",,C,373,159,742
2-Jul,,40,4017,2462,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,302,174,786
2-Jul,,40,4017,2462,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,336,96,519
2-Jul,,40,4017,2462,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,373,182,691
2-Jul,,40,4017,2462,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,266,92,610
2-Jul,,40,4017,2462,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,202,YES,,C,419,197,889
2-Jul,,40,4017,2462,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,203,NO,,C,210,69,373
2-Jul,,40,4017,2462,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,204,YES,,C,404,185,791
2-Jul,,40,4017,2462,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,205,NO,,C,230,83,484
2-Jul,,40,4017,2462,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,206,YES,,C,413,179,844
2-Jul,,40,4017,2462,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,207,NO,,C,219,83,425
2-Jul,,40,4017,2462,1,85,4. HAWAI'I: Establishing Special Funds   ,,208,YES,,C,156,95,327
2-Jul,,40,4017,2462,1,85,4. HAWAI'I: Establishing Special Funds   ,,209,NO,,C,476,177,962
2-Jul,,40,4017,2462,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,210,YES,,C,508,197,905
2-Jul,,40,4017,2462,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,211,NO,,C,110,57,317
2-Jul,,40,4017,2462,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,212,YES,,C,371,188,901
2-Jul,,40,4017,2462,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,213,NO,,C,266,82,408
3-Jul,,41,3838,2291,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,181,41,304
3-Jul,,41,3838,2291,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,14,2,17
3-Jul,,41,3838,2291,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,7,0,20
3-Jul,,41,3838,2291,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,602,139,956
3-Jul,,41,3838,2291,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,553,128,895
3-Jul,,41,3838,2291,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,244,52,386
3-Jul,,41,3838,2291,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,134,27,211
3-Jul,,41,3838,2291,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,636,146,1026
3-Jul,,41,3838,2291,1,7,"State Senator, Dist 4",,15,"(G) GREENWELL, Kelly",GRE,C,271,77,392
3-Jul,,41,3838,2291,1,7,"State Senator, Dist 4",,16,"(D) SOLOMON, Malama",DEM,C,471,93,802
3-Jul,,41,3838,2291,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,420,95,605
3-Jul,,41,3838,2291,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,71,26,193
3-Jul,,41,3838,2291,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,45,12,117
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,92,22,198
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,13,5,12
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,19,2,32
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,22,10,74
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,40,5,43
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,48,19,85
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,36,12,61
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,3,0,6
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,16,3,30
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,32,12,48
3-Jul,,41,3838,2291,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,28,4,88
3-Jul,,41,3838,2291,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,341,89,585
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,50,16,126
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,230,50,303
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,51,17,88
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,33,15,85
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,23,6,53
3-Jul,,41,3838,2291,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,91,20,124
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,13,2,25
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,23,7,40
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,19,6,54
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,40,13,95
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,58,17,90
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,64,9,122
3-Jul,,41,3838,2291,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,154,46,265
3-Jul,,41,3838,2291,1,58,"Mayor, County of Hawaii",,137,"KENOI, Billy",,C,392,95,675
3-Jul,,41,3838,2291,1,58,"Mayor, County of Hawaii",,138,"KIM, Harry",,C,389,81,591
3-Jul,,41,3838,2291,1,59,"Prosecuting Attorney, County of Hawaii",,139,"ASHIDA, Lincoln",,C,319,69,464
3-Jul,,41,3838,2291,1,59,"Prosecuting Attorney, County of Hawaii",,140,"ROTH, Mitch",,C,370,83,602
3-Jul,,41,3838,2291,1,63,"Councilmember, Dist 9",,147,"SHIMAOKA, Oliver (Sonny)",,C,351,70,537
3-Jul,,41,3838,2291,1,63,"Councilmember, Dist 9",,148,"WILLE, Margaret",,C,365,97,624
3-Jul,,41,3838,2291,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,337,108,706
3-Jul,,41,3838,2291,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,380,60,453
3-Jul,,41,3838,2291,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,436,105,640
3-Jul,,41,3838,2291,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,289,61,524
3-Jul,,41,3838,2291,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,202,YES,,C,520,111,826
3-Jul,,41,3838,2291,1,82,1. HAWAI'I: Records and Meetings Open to the Public   ,,203,NO,,C,187,47,315
3-Jul,,41,3838,2291,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,204,YES,,C,490,124,843
3-Jul,,41,3838,2291,1,83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",,205,NO,,C,230,46,341
3-Jul,,41,3838,2291,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,206,YES,,C,510,117,832
3-Jul,,41,3838,2291,1,84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",,207,NO,,C,213,47,343
3-Jul,,41,3838,2291,1,85,4. HAWAI'I: Establishing Special Funds   ,,208,YES,,C,189,51,339
3-Jul,,41,3838,2291,1,85,4. HAWAI'I: Establishing Special Funds   ,,209,NO,,C,528,112,826
3-Jul,,41,3838,2291,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,210,YES,,C,564,120,771
3-Jul,,41,3838,2291,1,86,5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ,,211,NO,,C,144,37,334
3-Jul,,41,3838,2291,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,212,YES,,C,459,120,769
3-Jul,,41,3838,2291,1,87,6. HAWAI'I: Establishing a Game Management Advisory Commission   ,,213,NO,,C,269,47,411
4-Jul,,42,4056,2618,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,183,210,219
4-Jul,,42,4056,2618,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,4,6,12
4-Jul,,42,4056,2618,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,7,8,13
4-Jul,,42,4056,2618,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,554,596,798
4-Jul,,42,4056,2618,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,457,508,705
4-Jul,,42,4056,2618,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,282,303,320
4-Jul,,42,4056,2618,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,137,147,165
4-Jul,,42,4056,2618,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,570,654,826
4-Jul,,42,4056,2618,1,7,"State Senator, Dist 4",,15,"(G) GREENWELL, Kelly",GRE,C,224,266,319
4-Jul,,42,4056,2618,1,7,"State Senator, Dist 4",,16,"(D) SOLOMON, Malama",DEM,C,486,516,643
4-Jul,,42,4056,2618,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,512,580,609
4-Jul,,42,4056,2618,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,35,64,104
4-Jul,,42,4056,2618,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,36,45,58
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,69,106,154
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,12,11,18
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,13,25,29
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,40,48,59
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,41,33,31
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,34,47,76
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,33,52,36
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,7,4,1
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,11,10,30
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,47,40,40
4-Jul,,42,4056,2618,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,18,26,37
4-Jul,,42,4056,2618,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,311,392,510
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,39,51,90
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,214,270,256
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,68,67,102
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,21,38,46
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,24,33,47
4-Jul,,42,4056,2618,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,96,80,98
4-Jul,,42,4056,2618,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,23,12,17
4-Jul,,42,4056,2618,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,16,21,26
4-Jul,,42,4056,2618,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,16,13,27
4-Jul,,42,4056,2618,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,29,47,63
4-Jul,,42,4056,2618,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,47,48,52
