Ward Precinct Code,Ward Precinct,Race Code,Race,Candidate Code,Candidate,Count
202,"Ward 2, Precinct 2",202,QUESTION 2,999995,Blank,51
202,"Ward 2, Precinct 2",202,QUESTION 2,999996,Total,606
202,"Ward 2, Precinct 2",203,QUESTION 3,10,YES,400
202,"Ward 2, Precinct 2",203,QUESTION 3,20,NO,152
202,"Ward 2, Precinct 2",203,QUESTION 3,999995,Blank,54
202,"Ward 2, Precinct 2",203,QUESTION 3,999996,Total,606
202,"Ward 2, Precinct 2",204,QUESTION 4,10,YES,405
202,"Ward 2, Precinct 2",204,QUESTION 4,20,NO,101
202,"Ward 2, Precinct 2",204,QUESTION 4,999995,Blank,100
202,"Ward 2, Precinct 2",204,QUESTION 4,999996,Total,606
202,"Ward 2, Precinct 2",230,QUESTION 5 CORP (8TH),10,YES,400
202,"Ward 2, Precinct 2",230,QUESTION 5 CORP (8TH),20,NO,102
202,"Ward 2, Precinct 2",230,QUESTION 5 CORP (8TH),999995,Blank,104
202,"Ward 2, Precinct 2",230,QUESTION 5 CORP (8TH),999996,Total,606
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,21
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,805
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,195
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,15
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999995,Blank,0
203,"Ward 2, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999996,Total,1041
203,"Ward 2, Precinct 3",10,SENATOR in CONGRESS,5,SCOTT P BROWN,248
203,"Ward 2, Precinct 3",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,771
203,"Ward 2, Precinct 3",10,SENATOR in CONGRESS,20,Write-in,1
203,"Ward 2, Precinct 3",10,SENATOR in CONGRESS,999995,Blank,21
203,"Ward 2, Precinct 3",10,SENATOR in CONGRESS,999996,Total,1041
203,"Ward 2, Precinct 3",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,735
203,"Ward 2, Precinct 3",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,182
203,"Ward 2, Precinct 3",27,REP in CONGRESS 7th Dist,20,Write-in,4
203,"Ward 2, Precinct 3",27,REP in CONGRESS 7th Dist,999995,Blank,120
203,"Ward 2, Precinct 3",27,REP in CONGRESS 7th Dist,999996,Total,1041
203,"Ward 2, Precinct 3",30,COUNCILLOR,10,TERRENCE W KENNEDY,772
203,"Ward 2, Precinct 3",30,COUNCILLOR,40,Write-in,14
203,"Ward 2, Precinct 3",30,COUNCILLOR,999995,Blank,255
203,"Ward 2, Precinct 3",30,COUNCILLOR,999996,Total,1041
203,"Ward 2, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,690
203,"Ward 2, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",178
203,"Ward 2, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,3
203,"Ward 2, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,170
203,"Ward 2, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999996,Total,1041
203,"Ward 2, Precinct 3",78,REP/GEN CT 8th Suffolk,10,MARTHA MARTY WALZ,784
203,"Ward 2, Precinct 3",78,REP/GEN CT 8th Suffolk,20,Write-in,13
203,"Ward 2, Precinct 3",78,REP/GEN CT 8th Suffolk,999995,Blank,244
203,"Ward 2, Precinct 3",78,REP/GEN CT 8th Suffolk,999996,Total,1041
203,"Ward 2, Precinct 3",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,778
203,"Ward 2, Precinct 3",80,CLERK of COURTS,20,Write-in,9
203,"Ward 2, Precinct 3",80,CLERK of COURTS,999995,Blank,254
203,"Ward 2, Precinct 3",80,CLERK of COURTS,999996,Total,1041
203,"Ward 2, Precinct 3",90,REGISTER of DEEDS,40,MARIA C CURTATONE,758
203,"Ward 2, Precinct 3",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,1
203,"Ward 2, Precinct 3",90,REGISTER of DEEDS,80,Write-in,8
203,"Ward 2, Precinct 3",90,REGISTER of DEEDS,999995,Blank,274
203,"Ward 2, Precinct 3",90,REGISTER of DEEDS,999996,Total,1041
203,"Ward 2, Precinct 3",100,SHERIFF,10,PETER J KOUTOUJIAN,656
203,"Ward 2, Precinct 3",100,SHERIFF,15,ERNESTO M PETRONE,141
203,"Ward 2, Precinct 3",100,SHERIFF,19,WI - James Williamson,0
203,"Ward 2, Precinct 3",100,SHERIFF,20,Write-in,4
203,"Ward 2, Precinct 3",100,SHERIFF,999995,Blank,240
203,"Ward 2, Precinct 3",100,SHERIFF,999996,Total,1041
203,"Ward 2, Precinct 3",201,QUESTION 1,10,YES,802
203,"Ward 2, Precinct 3",201,QUESTION 1,20,NO,107
203,"Ward 2, Precinct 3",201,QUESTION 1,999995,Blank,132
203,"Ward 2, Precinct 3",201,QUESTION 1,999996,Total,1041
203,"Ward 2, Precinct 3",202,QUESTION 2,10,YES,665
203,"Ward 2, Precinct 3",202,QUESTION 2,20,NO,306
203,"Ward 2, Precinct 3",202,QUESTION 2,999995,Blank,70
203,"Ward 2, Precinct 3",202,QUESTION 2,999996,Total,1041
203,"Ward 2, Precinct 3",203,QUESTION 3,10,YES,740
203,"Ward 2, Precinct 3",203,QUESTION 3,20,NO,240
203,"Ward 2, Precinct 3",203,QUESTION 3,999995,Blank,61
203,"Ward 2, Precinct 3",203,QUESTION 3,999996,Total,1041
203,"Ward 2, Precinct 3",204,QUESTION 4,10,YES,690
203,"Ward 2, Precinct 3",204,QUESTION 4,20,NO,190
203,"Ward 2, Precinct 3",204,QUESTION 4,999995,Blank,161
203,"Ward 2, Precinct 3",204,QUESTION 4,999996,Total,1041
203,"Ward 2, Precinct 3",230,QUESTION 5 CORP (8TH),10,YES,713
203,"Ward 2, Precinct 3",230,QUESTION 5 CORP (8TH),20,NO,174
203,"Ward 2, Precinct 3",230,QUESTION 5 CORP (8TH),999995,Blank,154
203,"Ward 2, Precinct 3",230,QUESTION 5 CORP (8TH),999996,Total,1041
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,15
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1273
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,185
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,42
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999995,Blank,3
301,"Ward 3, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999996,Total,1523
301,"Ward 3, Precinct 1",10,SENATOR in CONGRESS,5,SCOTT P BROWN,293
301,"Ward 3, Precinct 1",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1215
301,"Ward 3, Precinct 1",10,SENATOR in CONGRESS,20,Write-in,1
301,"Ward 3, Precinct 1",10,SENATOR in CONGRESS,999995,Blank,14
301,"Ward 3, Precinct 1",10,SENATOR in CONGRESS,999996,Total,1523
301,"Ward 3, Precinct 1",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1235
301,"Ward 3, Precinct 1",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,169
301,"Ward 3, Precinct 1",27,REP in CONGRESS 7th Dist,20,Write-in,2
301,"Ward 3, Precinct 1",27,REP in CONGRESS 7th Dist,999995,Blank,117
301,"Ward 3, Precinct 1",27,REP in CONGRESS 7th Dist,999996,Total,1523
301,"Ward 3, Precinct 1",30,COUNCILLOR,10,TERRENCE W KENNEDY,1208
301,"Ward 3, Precinct 1",30,COUNCILLOR,40,Write-in,8
301,"Ward 3, Precinct 1",30,COUNCILLOR,999995,Blank,307
301,"Ward 3, Precinct 1",30,COUNCILLOR,999996,Total,1523
301,"Ward 3, Precinct 1",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1210
301,"Ward 3, Precinct 1",53,SEN/GEN CT Middle&Suff,20,Write-in,6
301,"Ward 3, Precinct 1",53,SEN/GEN CT Middle&Suff,999995,Blank,307
301,"Ward 3, Precinct 1",53,SEN/GEN CT Middle&Suff,999996,Total,1523
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,10,"TIMOTHY J TOOMEY, JR",1064
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,15,THOMAS M VASCONCELOS,60
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,16,MIKE CONNOLLY,315
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,20,Write-in,1
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,999995,Blank,83
301,"Ward 3, Precinct 1",66,REP/GEN CT 26th Middle,999996,Total,1523
301,"Ward 3, Precinct 1",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1232
301,"Ward 3, Precinct 1",80,CLERK of COURTS,20,Write-in,7
301,"Ward 3, Precinct 1",80,CLERK of COURTS,999995,Blank,284
301,"Ward 3, Precinct 1",80,CLERK of COURTS,999996,Total,1523
301,"Ward 3, Precinct 1",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1171
301,"Ward 3, Precinct 1",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
301,"Ward 3, Precinct 1",90,REGISTER of DEEDS,80,Write-in,8
301,"Ward 3, Precinct 1",90,REGISTER of DEEDS,999995,Blank,344
301,"Ward 3, Precinct 1",90,REGISTER of DEEDS,999996,Total,1523
301,"Ward 3, Precinct 1",100,SHERIFF,10,PETER J KOUTOUJIAN,1039
301,"Ward 3, Precinct 1",100,SHERIFF,15,ERNESTO M PETRONE,175
301,"Ward 3, Precinct 1",100,SHERIFF,19,WI - James Williamson,0
301,"Ward 3, Precinct 1",100,SHERIFF,20,Write-in,9
301,"Ward 3, Precinct 1",100,SHERIFF,999995,Blank,300
301,"Ward 3, Precinct 1",100,SHERIFF,999996,Total,1523
301,"Ward 3, Precinct 1",201,QUESTION 1,10,YES,1084
301,"Ward 3, Precinct 1",201,QUESTION 1,20,NO,158
301,"Ward 3, Precinct 1",201,QUESTION 1,999995,Blank,281
301,"Ward 3, Precinct 1",201,QUESTION 1,999996,Total,1523
301,"Ward 3, Precinct 1",202,QUESTION 2,10,YES,831
301,"Ward 3, Precinct 1",202,QUESTION 2,20,NO,570
301,"Ward 3, Precinct 1",202,QUESTION 2,999995,Blank,122
301,"Ward 3, Precinct 1",202,QUESTION 2,999996,Total,1523
301,"Ward 3, Precinct 1",203,QUESTION 3,10,YES,1049
301,"Ward 3, Precinct 1",203,QUESTION 3,20,NO,344
301,"Ward 3, Precinct 1",203,QUESTION 3,999995,Blank,130
301,"Ward 3, Precinct 1",203,QUESTION 3,999996,Total,1523
301,"Ward 3, Precinct 1",204,QUESTION 4,10,YES,1011
301,"Ward 3, Precinct 1",204,QUESTION 4,20,NO,221
301,"Ward 3, Precinct 1",204,QUESTION 4,999995,Blank,291
301,"Ward 3, Precinct 1",204,QUESTION 4,999996,Total,1523
301,"Ward 3, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,920
301,"Ward 3, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,332
301,"Ward 3, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,271
301,"Ward 3, Precinct 1",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1523
301,"Ward 3, Precinct 1",270,QUESTION 6 CORP (26TH),10,YES,1000
301,"Ward 3, Precinct 1",270,QUESTION 6 CORP (26TH),20,NO,226
301,"Ward 3, Precinct 1",270,QUESTION 6 CORP (26TH),999995,Blank,297
301,"Ward 3, Precinct 1",270,QUESTION 6 CORP (26TH),999996,Total,1523
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,12
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,853
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,78
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,27
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,60,Write-in,1
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999995,Blank,0
302,"Ward 3, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999996,Total,971
302,"Ward 3, Precinct 2",10,SENATOR in CONGRESS,5,SCOTT P BROWN,128
302,"Ward 3, Precinct 2",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,832
302,"Ward 3, Precinct 2",10,SENATOR in CONGRESS,20,Write-in,2
302,"Ward 3, Precinct 2",10,SENATOR in CONGRESS,999995,Blank,9
302,"Ward 3, Precinct 2",10,SENATOR in CONGRESS,999996,Total,971
302,"Ward 3, Precinct 2",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,783
302,"Ward 3, Precinct 2",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,121
302,"Ward 3, Precinct 2",27,REP in CONGRESS 7th Dist,20,Write-in,2
302,"Ward 3, Precinct 2",27,REP in CONGRESS 7th Dist,999995,Blank,65
302,"Ward 3, Precinct 2",27,REP in CONGRESS 7th Dist,999996,Total,971
302,"Ward 3, Precinct 2",30,COUNCILLOR,10,TERRENCE W KENNEDY,786
302,"Ward 3, Precinct 2",30,COUNCILLOR,40,Write-in,10
302,"Ward 3, Precinct 2",30,COUNCILLOR,999995,Blank,175
302,"Ward 3, Precinct 2",30,COUNCILLOR,999996,Total,971
302,"Ward 3, Precinct 2",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,792
302,"Ward 3, Precinct 2",53,SEN/GEN CT Middle&Suff,20,Write-in,10
302,"Ward 3, Precinct 2",53,SEN/GEN CT Middle&Suff,999995,Blank,169
302,"Ward 3, Precinct 2",53,SEN/GEN CT Middle&Suff,999996,Total,971
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,10,"TIMOTHY J TOOMEY, JR",524
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,15,THOMAS M VASCONCELOS,35
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,16,MIKE CONNOLLY,335
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,20,Write-in,3
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,999995,Blank,74
302,"Ward 3, Precinct 2",66,REP/GEN CT 26th Middle,999996,Total,971
302,"Ward 3, Precinct 2",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,760
302,"Ward 3, Precinct 2",80,CLERK of COURTS,20,Write-in,9
302,"Ward 3, Precinct 2",80,CLERK of COURTS,999995,Blank,202
302,"Ward 3, Precinct 2",80,CLERK of COURTS,999996,Total,971
302,"Ward 3, Precinct 2",90,REGISTER of DEEDS,40,MARIA C CURTATONE,753
302,"Ward 3, Precinct 2",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,2
302,"Ward 3, Precinct 2",90,REGISTER of DEEDS,80,Write-in,11
302,"Ward 3, Precinct 2",90,REGISTER of DEEDS,999995,Blank,205
302,"Ward 3, Precinct 2",90,REGISTER of DEEDS,999996,Total,971
302,"Ward 3, Precinct 2",100,SHERIFF,10,PETER J KOUTOUJIAN,695
302,"Ward 3, Precinct 2",100,SHERIFF,15,ERNESTO M PETRONE,84
302,"Ward 3, Precinct 2",100,SHERIFF,19,WI - James Williamson,2
302,"Ward 3, Precinct 2",100,SHERIFF,20,Write-in,11
302,"Ward 3, Precinct 2",100,SHERIFF,999995,Blank,179
302,"Ward 3, Precinct 2",100,SHERIFF,999996,Total,971
302,"Ward 3, Precinct 2",201,QUESTION 1,10,YES,714
302,"Ward 3, Precinct 2",201,QUESTION 1,20,NO,86
302,"Ward 3, Precinct 2",201,QUESTION 1,999995,Blank,171
302,"Ward 3, Precinct 2",201,QUESTION 1,999996,Total,971
302,"Ward 3, Precinct 2",202,QUESTION 2,10,YES,609
302,"Ward 3, Precinct 2",202,QUESTION 2,20,NO,299
302,"Ward 3, Precinct 2",202,QUESTION 2,999995,Blank,63
302,"Ward 3, Precinct 2",202,QUESTION 2,999996,Total,971
302,"Ward 3, Precinct 2",203,QUESTION 3,10,YES,762
302,"Ward 3, Precinct 2",203,QUESTION 3,20,NO,152
302,"Ward 3, Precinct 2",203,QUESTION 3,999995,Blank,57
302,"Ward 3, Precinct 2",203,QUESTION 3,999996,Total,971
302,"Ward 3, Precinct 2",204,QUESTION 4,10,YES,673
302,"Ward 3, Precinct 2",204,QUESTION 4,20,NO,128
302,"Ward 3, Precinct 2",204,QUESTION 4,999995,Blank,170
302,"Ward 3, Precinct 2",204,QUESTION 4,999996,Total,971
302,"Ward 3, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,660
302,"Ward 3, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,157
302,"Ward 3, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,154
302,"Ward 3, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,971
302,"Ward 3, Precinct 2",270,QUESTION 6 CORP (26TH),10,YES,703
302,"Ward 3, Precinct 2",270,QUESTION 6 CORP (26TH),20,NO,113
302,"Ward 3, Precinct 2",270,QUESTION 6 CORP (26TH),999995,Blank,155
302,"Ward 3, Precinct 2",270,QUESTION 6 CORP (26TH),999996,Total,971
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,12
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,616
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,57
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,15
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,60,Write-in,2
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,999995,Blank,1
302.5,"Ward 3, Precinct 2A",5,PRESIDENT/VICE PRESIDENT,999996,Total,703
302.5,"Ward 3, Precinct 2A",10,SENATOR in CONGRESS,5,SCOTT P BROWN,93
302.5,"Ward 3, Precinct 2A",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,603
302.5,"Ward 3, Precinct 2A",10,SENATOR in CONGRESS,20,Write-in,1
302.5,"Ward 3, Precinct 2A",10,SENATOR in CONGRESS,999995,Blank,6
302.5,"Ward 3, Precinct 2A",10,SENATOR in CONGRESS,999996,Total,703
302.5,"Ward 3, Precinct 2A",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,582
302.5,"Ward 3, Precinct 2A",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,60
302.5,"Ward 3, Precinct 2A",25,REP in CONGRESS 5th Dist,20,Write-in,1
302.5,"Ward 3, Precinct 2A",25,REP in CONGRESS 5th Dist,999995,Blank,60
302.5,"Ward 3, Precinct 2A",25,REP in CONGRESS 5th Dist,999996,Total,703
302.5,"Ward 3, Precinct 2A",30,COUNCILLOR,10,TERRENCE W KENNEDY,569
302.5,"Ward 3, Precinct 2A",30,COUNCILLOR,40,Write-in,4
302.5,"Ward 3, Precinct 2A",30,COUNCILLOR,999995,Blank,130
302.5,"Ward 3, Precinct 2A",30,COUNCILLOR,999996,Total,703
302.5,"Ward 3, Precinct 2A",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,554
302.5,"Ward 3, Precinct 2A",53,SEN/GEN CT Middle&Suff,20,Write-in,3
302.5,"Ward 3, Precinct 2A",53,SEN/GEN CT Middle&Suff,999995,Blank,146
302.5,"Ward 3, Precinct 2A",53,SEN/GEN CT Middle&Suff,999996,Total,703
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,10,"TIMOTHY J TOOMEY, JR",436
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,15,THOMAS M VASCONCELOS,22
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,16,MIKE CONNOLLY,194
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,20,Write-in,1
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,999995,Blank,50
302.5,"Ward 3, Precinct 2A",66,REP/GEN CT 26th Middle,999996,Total,703
302.5,"Ward 3, Precinct 2A",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,548
302.5,"Ward 3, Precinct 2A",80,CLERK of COURTS,20,Write-in,2
302.5,"Ward 3, Precinct 2A",80,CLERK of COURTS,999995,Blank,153
302.5,"Ward 3, Precinct 2A",80,CLERK of COURTS,999996,Total,703
302.5,"Ward 3, Precinct 2A",90,REGISTER of DEEDS,40,MARIA C CURTATONE,525
302.5,"Ward 3, Precinct 2A",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
302.5,"Ward 3, Precinct 2A",90,REGISTER of DEEDS,80,Write-in,3
302.5,"Ward 3, Precinct 2A",90,REGISTER of DEEDS,999995,Blank,175
302.5,"Ward 3, Precinct 2A",90,REGISTER of DEEDS,999996,Total,703
302.5,"Ward 3, Precinct 2A",100,SHERIFF,10,PETER J KOUTOUJIAN,481
302.5,"Ward 3, Precinct 2A",100,SHERIFF,15,ERNESTO M PETRONE,57
302.5,"Ward 3, Precinct 2A",100,SHERIFF,19,WI - James Williamson,0
302.5,"Ward 3, Precinct 2A",100,SHERIFF,20,Write-in,4
302.5,"Ward 3, Precinct 2A",100,SHERIFF,999995,Blank,161
302.5,"Ward 3, Precinct 2A",100,SHERIFF,999996,Total,703
302.5,"Ward 3, Precinct 2A",201,QUESTION 1,10,YES,506
302.5,"Ward 3, Precinct 2A",201,QUESTION 1,20,NO,64
302.5,"Ward 3, Precinct 2A",201,QUESTION 1,999995,Blank,133
302.5,"Ward 3, Precinct 2A",201,QUESTION 1,999996,Total,703
302.5,"Ward 3, Precinct 2A",202,QUESTION 2,10,YES,435
302.5,"Ward 3, Precinct 2A",202,QUESTION 2,20,NO,207
302.5,"Ward 3, Precinct 2A",202,QUESTION 2,999995,Blank,61
302.5,"Ward 3, Precinct 2A",202,QUESTION 2,999996,Total,703
302.5,"Ward 3, Precinct 2A",203,QUESTION 3,10,YES,508
302.5,"Ward 3, Precinct 2A",203,QUESTION 3,20,NO,135
302.5,"Ward 3, Precinct 2A",203,QUESTION 3,999995,Blank,60
302.5,"Ward 3, Precinct 2A",203,QUESTION 3,999996,Total,703
302.5,"Ward 3, Precinct 2A",204,QUESTION 4,10,YES,476
302.5,"Ward 3, Precinct 2A",204,QUESTION 4,20,NO,95
302.5,"Ward 3, Precinct 2A",204,QUESTION 4,999995,Blank,132
302.5,"Ward 3, Precinct 2A",204,QUESTION 4,999996,Total,703
302.5,"Ward 3, Precinct 2A",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,465
302.5,"Ward 3, Precinct 2A",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,120
302.5,"Ward 3, Precinct 2A",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,118
302.5,"Ward 3, Precinct 2A",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,703
302.5,"Ward 3, Precinct 2A",270,QUESTION 6 CORP (26TH),10,YES,481
302.5,"Ward 3, Precinct 2A",270,QUESTION 6 CORP (26TH),20,NO,91
302.5,"Ward 3, Precinct 2A",270,QUESTION 6 CORP (26TH),999995,Blank,131
302.5,"Ward 3, Precinct 2A",270,QUESTION 6 CORP (26TH),999996,Total,703
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,24
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1407
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,97
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,43
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,60,Write-in,4
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999995,Blank,2
303,"Ward 3, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999996,Total,1577
303,"Ward 3, Precinct 3",10,SENATOR in CONGRESS,5,SCOTT P BROWN,158
303,"Ward 3, Precinct 3",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1395
303,"Ward 3, Precinct 3",10,SENATOR in CONGRESS,20,Write-in,3
303,"Ward 3, Precinct 3",10,SENATOR in CONGRESS,999995,Blank,21
303,"Ward 3, Precinct 3",10,SENATOR in CONGRESS,999996,Total,1577
303,"Ward 3, Precinct 3",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1286
303,"Ward 3, Precinct 3",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,146
303,"Ward 3, Precinct 3",27,REP in CONGRESS 7th Dist,20,Write-in,3
303,"Ward 3, Precinct 3",27,REP in CONGRESS 7th Dist,999995,Blank,142
303,"Ward 3, Precinct 3",27,REP in CONGRESS 7th Dist,999996,Total,1577
303,"Ward 3, Precinct 3",30,COUNCILLOR,10,TERRENCE W KENNEDY,1253
303,"Ward 3, Precinct 3",30,COUNCILLOR,40,Write-in,17
303,"Ward 3, Precinct 3",30,COUNCILLOR,999995,Blank,307
303,"Ward 3, Precinct 3",30,COUNCILLOR,999996,Total,1577
303,"Ward 3, Precinct 3",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1222
303,"Ward 3, Precinct 3",53,SEN/GEN CT Middle&Suff,20,Write-in,11
303,"Ward 3, Precinct 3",53,SEN/GEN CT Middle&Suff,999995,Blank,344
303,"Ward 3, Precinct 3",53,SEN/GEN CT Middle&Suff,999996,Total,1577
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,10,"TIMOTHY J TOOMEY, JR",870
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,15,THOMAS M VASCONCELOS,54
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,16,MIKE CONNOLLY,482
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,20,Write-in,4
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,999995,Blank,167
303,"Ward 3, Precinct 3",66,REP/GEN CT 26th Middle,999996,Total,1577
303,"Ward 3, Precinct 3",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1226
303,"Ward 3, Precinct 3",80,CLERK of COURTS,20,Write-in,9
303,"Ward 3, Precinct 3",80,CLERK of COURTS,999995,Blank,342
303,"Ward 3, Precinct 3",80,CLERK of COURTS,999996,Total,1577
303,"Ward 3, Precinct 3",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1211
303,"Ward 3, Precinct 3",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
303,"Ward 3, Precinct 3",90,REGISTER of DEEDS,80,Write-in,9
303,"Ward 3, Precinct 3",90,REGISTER of DEEDS,999995,Blank,357
303,"Ward 3, Precinct 3",90,REGISTER of DEEDS,999996,Total,1577
